num,fecha,fecha_pub,cant_arts,firma,otros_firman,pub,num_ed_pub,pag_pub,anho_tomo,nro_tomo,anexo,ley_promul,ley_vetada,parte_vetada,ratif_x_ley,DNU,reglamenta_Ley,tema,titulo,estado,modif_por,modif_a,link_pub,ref_norm,obs,fecha_carga,tipeo_dictado,deroga_dec,derogado_por,pendiente,obs_tomo
341,25/03/2010,04/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10841,2,2011,1,,,,,,,,Autoriza entrega de fondos a la Policía de la Provincia para operativo de seguridad en Semana Santa en “Señor de la Peña”.,,,,,,Ley 6425 ,,15/12/2016,M.R.,,,,
346,26/03/2010,04/01/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10841,2,2011,1,,,,,,,,Dispone asistir financieramente en calidad de préstamo al productor agropecuario Santiago Miguel Romero.,,,,,,,,15/12/2016,M.R.,,,,
356,29/03/2010,04/01/2011,4,"Casas, S. G.","Guerra, Macchi",BO,10841,3,2011,1,,,,,,,,"Convierte el contrato de Locación de Servicio del Contador Calderón Molina, Cristian Manuel, en el cargo de “Planta Transitoria”, para prestar servicios en la Dirección General de Ingresos Provinciales del Ministerio de Hacienda, revistiendo enla Categoría 18 – Agrupamiento Profesional",,,,,,,,15/12/2016,M.R.,,,,
366,30/03/2010,04/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10841,3,2011,1,,,,,,,,Autoriza al Ministerio de Hacienda a concretar la entrega de un anticipo de fondos a la DirecciónGeneral Operativa del Servicio Público de Provisión de Agua Potable y Desagües Cloacales,,,,,,,,15/12/2016,M.R.,,,,
1819,28/12/2010,07/01/2011,5,"Herrera, L. B.",Alvarez,BO,10842,2,2011,1,,8926,8926,art. 4º,,,,,,,,,,,La numeración de los artículos  omite el “Artículo 3º”,15/12/2016,M.R.,,,,
1769,23/12/2010,07/01/2011,5,"Herrera, L. B.",Luna,BO,10842,4,2011,1,,8929,8929,"art. 3º,  parcial;  art. 4º, total; art. 5º, parcial; art. 7º, total",,,,,,,,,,,,15/12/2016,M.R.,,,,
1768,23/12/2010,07/01/2011,3,"Herrera, L. B.","Tineo, Luna, Soria",BO,10842,4,2011,1,,,8892,Art. 4,,,,,,,,,,,,15/12/2016,M.R.,,,,
301,08/03/2010,07/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10842,5,2011,1,,,,,,,,Destina Trescientos mil pesos a favor de “EMSE” Energía y Minerales Sociedad del Estado- en concepto de aporte a cuenta de futuros aumentos de capital,,,,,,,,15/12/2016,M.R.,,,,
311,11/03/2010,07/01/2011,5,"Herrera, L. B.","Flores, Guerra",BO,10842,5,2011,1,,,,,,,,"Encomienda a los Ministros de Educación, Ciencia y Tecnología, y de Hacienda, trámites ante el Banco de la Nación Argentina, por apertura de la carta de crédito por U$S 10.042.400, a favor de  One Laptop Per Child Association Inc. (OLPC) en virtud  del convenio celebrado en la ciudad de Montevideo.",,,,,,"Ley 8684, Dec. 107/2010",,15/12/2016,M.R.,,,,
367,30/03/2010,07/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10842,6,2011,1,,,,,,,,"Destina $ 1.400.000,00, a favor de Aguas Riojanas
SAPEM, como aporte a cuenta de futuros aumentos
de capital.",,,,,,,,15/12/2016,M.R.,,,,
368,30/03/2010,07/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10842,7,2011,1,,,,,,,,"Destina $ 200.000,00 para asistir financieramente en calidad de préstamo al empresario Juan Carlos Jorajuria, del Dpto. Chilecito",,,,,,,,15/12/2016,M.R.,,,,
372,31/03/2010,07/01/2011,9,"Herrera, L. B.","Guerra, Macchi",BO,10842,7,2011,1,,,,,,,,"Dispónese la contratación de personal en modalidad Locación de Servicios, para desempeñarse en el Ministerio de Hacienda",,,,,,,,15/12/2016,M.R.,,,,
385,05/04/2010,07/01/2011,7,"Herrera, L. B.","Guerra, Macchi",BO,10842,8,2011,1,,,,,,,,"Destina $ 2.000.000,00 para asistir financieramente en calidad de préstamo a la Sociedad Agroarauco S.A.P.E.M.",,,,,,,,15/12/2016,M.R.,,,,
386,05/04/2010,11/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10843,3,2011,1,,,,,,,,"Destina $ 2.000.000 a favor de la empresa “Agro Andina S.A., de la cual el Estado Provincial es propietaria del 99% del paquete accionario, en concepto de aporte a cuenta de futuros aumentos de capital",,,,,,,,15/12/2016,M.R.,,,,
401,08/04/2010,11/01/2011,8,"Casas, S. G.","Tineo, Flores, Guerra",BO,10843,4,2011,1,,,,,,,,"Incrementa $ 14.900.000, el monto  para  la concreción del Programa de Expansión y Mejoramiento de la Infraestructura de Conectividad en Educación (PREMICE), y ampliación de la Red Pública Digital que se ejecutará a través de la sociedad “La Rioja Telecomunicaciones S.A.P.E.M.”",,,,,,Dec. 1153/2009; Dec. 1313/2009,,15/12/2016,M.R.,,,,
433,13/04/2010,11/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10843,5,2011,1,,,,,,,,"Autoriza al Ministerio de Hacienda a la entrega a la Dirección General de Administración de la Secretaría General y Legal de la Gobernación, de la suma de $ 3.000.000 través de un anticipo de fondos",,,,,,Ley 6.425,,15/12/2016,M.R.,,,,
456,19/03/2010,11/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10843,6,2011,1,,,,,,,,Destina suma  mensual de $ 7.000 en asistencia financiera no reintegrable al Círculo de Oficiales de la  Policía de la Provincia de La Rioja.,,,,,,,,15/12/2016,M.R.,,,,
527,29/04/2010,11/01/2011,9,"Herrera, L. B.","Guerra, Macchi",BO,10843,6,2011,1,,,,,,,,Establece a partir del 1º de mayo de 2010 el haber líquido mínimo de $1.650 para el personal de las tres funciones del Estado,,,Decreto 663/2010,,,Dec. 880/2007; Dec. 1774/2007; Dec. 1098/2008,,15/12/2016,M.R.,,,,
556,30/04/2010,11/01/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10843,7,2011,1,,,,,,,,Destina $ 300.000 para asistir financieramente encalidad de préstamo a la Sociedad Agroarauco S.A.P.E.M,,,,,,Dec. 290/2010,,15/12/2016,M.R.,,,,
760,22/06/2010,11/01/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10843,7,2011,1,,,,,,,,"Destina $ 92.800,00 para asistirfinancieramente en calidad de préstamo a AdolfoScaglioni, productor agrícola del Dpto. Chilecito",,,,,,Ley 4828,,15/12/2016,M.R.,,,,
1431,01/11/2010,14/01/2011,69,"Herrera, L. B.","Vergara, Del Pino, Luna, Guerra, Flores, Agost, Sánchez, Tineo, Alvarez, Herrera",BO,10844,2,2011,1,,,,,8859,Si,,Estructura Orgánica Funcional del Ministerio de Salud Publica,,,,,,"Ley 7632; Ley 8229; Ley 8515, Art. 22; Dec. 2760/2007; Dec. 936/2010",,15/12/2016,M.R.,936/2010,,,
478,22/04/2010,14/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10844,15,2011,1,,,,,,,,"Destina $ 50.000,00 a favor de la O.N.G. “De Vuelta al Pago”  para remodelación, refacción y acondicionamiento del edificio que ocupa el Ministerio de Desarrollo Social",,,,,,,,15/12/2016,M.R.,,,,
514,28/04/2010,14/01/2011,15,"Casas, S. G.",Guerra,BO,10844,15,2011,1,1,,,,,,,,,,,Decreto 3/2010,,,,15/12/2016,M.R.,,,,
1433,01/11/2010,18/01/2011,8,"Herrera, L. B.","Guerra, Vergara, Tineo, Herrera, Flores, Alvarez, Luna",BO,10845,2,2011,1,,,,,8878,,,,,,,,,,,15/12/2016,M.R.,,,,
524,29/04/2010,18/01/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10845,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
539,30/04/2010,18/01/2011,10,"Herrera, L. B.","Guerra, Macchi",BO,10845,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
550,30/04/2010,18/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10845,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
610,13/05/2010,18/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10845,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
626,18/05/2010,18/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10845,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
663,01/06/2010,18/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10845,5,2011,1,,,,,,,,,,,,Decreto 527/2010,,,,15/12/2016,M.R.,,,,
669,03/06/2010,18/01/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10845,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
732,14/06/2010,18/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10845,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
753,18/06/2010,18/01/2011,5,"Herrera, L. B.","Tineo, Brizuela, Ortiz",BO,10845,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
757,18/06/2010,18/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10845,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1208,14/09/2010,18/01/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10845,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1209,14/09/2010,18/01/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10845,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1508,05/11/2010,18/01/2011,0,"Herrera, L. B.","Tineo, Guerra, Ortiz",BO,10845,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1522,09/11/2010,18/01/2011,0,"Herrera, L. B.","Luna, Lhez",BO,10845,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1580,23/11/2010,18/01/2011,0,"Herrera, L. B.","Guerra, Luna",BO,10845,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
758,18/06/2010,21/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10846,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
763,22/06/2010,21/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10846,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
769,22/06/2010,21/01/2011,4,"Herrera, L. B.","Guerra, Brizuela",BO,10846,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
798,02/07/2010,21/01/2011,5,"Herrera, L. B.","Tineo, Guerra, Brizuela",BO,10846,13,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
835,08/07/2010,21/01/2011,7,"Herrera, L. B.","Guerra, Macchi",BO,10846,13,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
873,19/07/2010,25/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10847,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
889,22/07/2010,25/01/2011,4,"Herrera, L. B.","Guerra, Tineo, Herrera, Flores, Grasselli, Brizuela",BO,10847,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
905,23/07/2010,25/01/2011,5,"Herrera, L. B.","Macchi, Guerra",BO,10847,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
946,29/07/2010,25/01/2011,11,"Herrera, L. B.",Tineo,BO,10847,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1043,04/08/2010,25/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10847,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1045,05/08/2010,25/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10847,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1046,06/08/2010,25/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10847,9,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1047,06/08/2010,25/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10847,9,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
182,15/02/2010,28/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10848,2,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1060,10/08/2010,28/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10848,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1061,10/08/2010,28/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10848,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1074,17/08/2010,28/01/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10848,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1075,17/08/2010,28/01/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10848,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1103,26/08/2010,28/01/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10848,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1272,27/09/2010,28/01/2011,6,"Herrera, L. B.","Tineo, De Gaetano",BO,10848,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1566,23/11/2009,01/02/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10848,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
793,30/06/2010,01/02/2011,12,"Herrera, L. B.","Guerra, Macchi, Courtis",BO,10849,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1088,23/08/2010,01/02/2011,5,"Herrera, L. B.","Guerra, Tineo, Castillo de Díaz Carreño, Flores, Alvarez, Luna",BO,10849,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1107,27/08/2010,01/02/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10849,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1109,27/08/2010,01/02/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10849,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1132,03/09/2010,01/02/2011,9,"Herrera, L. B.","Tineo, Guerra, Puy Soria",BO,10849,8,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1204,14/09/2010,01/02/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10849,9,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
546,30/04/2010,04/02/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10850,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
955,30/07/2010,04/02/2011,0,"Herrera, L. B.","Guerra, Brizuela",BO,10850,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1078,19/08/2010,04/02/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10850,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1086,28/08/2010,04/02/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10850,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1097,25/08/2010,04/02/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10850,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1163,06/09/2010,04/02/2011,0,"Herrera, L. B.","Luna, Guerra",BO,10850,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1259,23/09/2010,04/02/2011,0,"Herrera, L. B.","Tineo, Salomón",BO,10850,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1271,27/09/2010,04/02/2011,8,"Herrera, L. B.","Guerra, Macchi",BO,10850,7,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1382,15/10/2010,04/02/2011,12,"Herrera, L. B.","Tineo, Herrera, Luna, Guerra, Flores, Alvarez",BO,10850,9,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
887,22/07/2010,08/02/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10851,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1111,27/08/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10851,4,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1120,31/08/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Castillo de Díaz Carreño, Macchi, Murúa",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1292,28/09/2010,08/02/2011,0,"Herrera, L. B.","Tineo, Guerra, Luna",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1341,12/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Luna",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1350,12/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Luna",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1352,12/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Agost",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1353,12/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Agost",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1354,12/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Agost",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1379,13/10/2010,08/02/2011,0,"Herrera, L. B.","Guerra, Tineo",BO,10851,5,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1790,30/12/2009,08/02/2011,0,"Herrera, L. B.","Guerra, Agost",BO,10851,6,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
83,02/02/2011,11/02/2011,0,"Herrera, L. B.","Tineo,Guerra",BO,10852,11,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
84,02/02/2011,11/02/2011,0,"Herrera, L. B.","Tineo, Guerra, Luna",BO,10852,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
105,04/02/2011,11/02/2011,0,"Herrera, L. B.","Tineo, Luna",BO,10852,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
114,07/02/2011,11/02/2011,0,"Herrera, L. B.",Tineo,BO,10852,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
640,26/05/2010,15/02/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10853,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
914,23/07/2010,15/02/2011,0,"Herrera, L. B.","Guerra, Tineo, Brizuela",BO,10853,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
938,28/07/2010,15/02/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10853,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
184,17/02/2011,18/02/2011,9,"Herrera, L. B.","Alvarez, Luna",BO,10854,2,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
906,23/07/2010,18/02/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10854,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1445,02/11/2010,18/02/2011,3,"Herrera, L. B.","Flores, Agost",BO,10854,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1467,02/11/2010,18/02/2011,5,"Herrera, L. B.","Alvarez, Guerra, Vanni",BO,10854,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
936,28/07/2010,22/02/2011,68,"Herrera, L. B.","Tineo, Herrera, Flores, Castillo de Díaz Carreño, Guerra, Del Pino, Sánchez",BO,10855,2,2011,1,1,,,,,,,,,,,,,,,15/12/2016,M.R.,Dec.18/2007; Dec. 126/2007; Dec. 191/2007; Dec. 877/2008,,,
1053,09/08/2010,22/02/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10855,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1072,17/08/2010,22/02/2011,0,"Herrera, L. B.","Guerra, Luna",BO,10855,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1073,17/08/2010,22/02/2011,0,"Herrera, L. B.",Luna,BO,10855,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1081,19/08/2010,22/02/2011,0,"Herrera, L. B.",Guerra,BO,10855,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1620,30/11/2010,22/02/2011,0,"Herrera, L. B.","Guerra, Luna",BO,10855,12,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
203,18/02/2010,01/03/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10857,3,2011,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
649,19/05/2009,01/03/2011,5,"Herrera, L. B.","Guerra, Brizuela",BO,10857,4,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
698,26/05/2009,01/03/2011,5,"Herrera, L. B.","Guerra, Brizuela",BO,10857,4,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
152,14/02/2011,22/03/2011,0,"Herrera, L. B.","Tineo, Luna",BO,10862,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1957,07/10/2008,22/03/2011,13,"Herrera, L. B.","Grasselli, Brizuela, Flores, Guerra, Tineo, Luna Daas, Brizuela, Montes, Sánchez, Del Pino",BO,10862,2,2011,2,1,,,,,,,"Incluye a la APOS en la Estructura del Ministerio de Salud aprobada por Decreto 126/2007, que fuera omitida por error.",,,,Decreto 126/2007,,,,15/12/2016,M.R.,,,,
336,22/03/2010,29/03/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10863,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
736,15/06/2010,29/03/2011,0,"Herrera, L. B.","Tineo, Guerra, Grasselli",BO,10863,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
459,20/04/2010,01/04/2011,3,"Herrera, L. B.","Guerra, Macchi",BO,10864,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1582,23/11/2010,08/04/2011,15,"Herrera, L. B.","Herrera, Tineo, Guerra, Flores, Alvarez, Vergara, Luna",BO,10866,2,2011,2,,,,,8907,SI,,Amplía al Nivel Secundario el Programa Informático “Joaquín Victor González” ,,,,,, Ley 8492; Ley 8684; Dec. 357/2009 Dec. 107/2010; Dec. 459/2010,,15/12/2016,M.R.,,,,
1314,05/10/2010,08/04/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10866,4,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
340,25/03/2010,12/04/2011,13,"Herrera, L. B.","Guerra, Macchi, Vanni",BO,10867,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1137,03/09/2010,12/04/2011,4,"Herrera, L. B.","Tineo, Guerra, Luna",BO,10867,3,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1246,22/09/2010,12/04/2011,4,"Herrera, L. B.","Guerra, Macchi, Gracia",BO,10867,3,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1286,28/09/2010,12/04/2011,6,"Herrera, L. B.","Guerra, Luna",BO,10867,4,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1293,29/09/2010,12/04/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10867,4,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1294,30/09/2010,12/04/2011,8,"Herrera, L. B.","Tineo, Guerra, Flores, Macchi",BO,10867,5,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1110,27/08/2010,15/04/2011,2,"Herrera, L. B.","Guerra, Macchi",BO,10868,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1121,31/08/2010,15/04/2011,4,"Herrera, L. B.","Guerra, Macchi,Vanni",BO,10868,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1625,30/11/2010,15/04/2011,0,"Herrera, L. B.","Guerra, Brizuela, Tineo",BO,10868,2,2011,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
261,25/01/2008,15/04/2011,5,"Herrera, L. B.","Brizuela, Quinteros",BO,10868,2,2011,2,1,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
2695,26/12/2006,15/04/2011,4,"Maza, A. E.","Garay, Cura, Calderón, Bengolea, Buso, Catalán, Salomón, Maza, Cárbel",BO,10868,3,2011,2,1,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
328,18/03/2011,26/04/2011,5,"Herrera, L. B.","Tineo, Salomón",BO,10870,2,2011,2,,,,,8942,Si,,Declara en Estado de Emergencia Económica al Sector Olivícola de La Rioja para producción de aceite y aceituna de mesa ,,,,,,Ley. 5104; Ley 8240; Ley. 8580; Ley 8691; Dec. 67/2007,,15/12/2016,M.R.,,,,
546,02/05/2011,03/05/2011,3,"Herrera, L. B.","Luna, Alvarez",BO,10872,5,2011,3,,8969,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
545,30/04/2010,03/05/2011,6,"Herrera, L. B.","Guerra, Macchi, Vanni",BO,10872,5,2011,3,,,,,,,8694,Reglamenta parcialmente la Ley 8694 que crea la Asignación Mensual “Asignación Complementaria” y la Caja Complementaria Previsional Provisional ,,,,,,Ley 8964; Dec. 130/2010; Dec. 340/2010; ,,15/12/2016,M.R.,,,,
1184,09/09/2010,03/05/2011,5,"Herrera, L. B.","Guerra, Tineo",BO,10872,6,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1185,09/09/2010,03/05/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10872,6,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
232,28/02/2011,06/05/2011,19,"Herrera, L. B.","Guerra, Tineo",BO,10873,2,2011,3,1,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1213,16/09/2010,10/05/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10874,5,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
307,15/03/2011,13/05/2011,3,"Herrera, L. B.",Luna,BO,10875,2,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
361,28/03/2011,13/05/2011,0,"Herrera, L. B.","Guerra, Tineo",BO,10875,2,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
367,28/03/2011,13/05/2011,5,"Herrera, L. B.",Alvarez,BO,10875,3,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
417,01/04/2011,13/05/2011,25,"Herrera, L. B.","Guerra, Tineo",BO,10875,3,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
421,04/04/2011,13/05/2011,4,"Herrera, L. B.","Tineo, Luna",BO,10875,5,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
360,28/03/2011,17/05/2011,6,"Herrera, L. B.","Guerra, Flores",BO,10876,2,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
232,23/02/2010,17/05/2011,0,"Herrera, L. B.","Guerra, Macchi",BO,10876,2,2011,3,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
