num,fecha,fecha_pub,cant_arts,firma,otros_firman,pub,num_ed_pub,pag_pub,anho_tomo,nro_tomo,anexo,ley_promul,ley_vetada,parte_vetada,ratif_x_ley,DNU,reglamenta_Ley,tema,titulo,estado,modif_por,modif_a,link_pub,ref_norm,obs,fecha_carga,tipeo_dictado,deroga_dec,derogado_por,pendiente,obs_tomo
1688,13/12/2010,29/11/2011,0,"Herrera, L. B.","Guerra, Mazzucchelli",BO,10932,4,2011,7,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1791,27/12/2010,29/11/2011,7,"Herrera, L. B.","Tineo, de Gaetano",BO,10932,4,2011,7,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1802,27/12/2010,29/11/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10932,6,2011,7,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1803,27/12/2010,29/11/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10932,6,2011,7,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1217,22/09/2011,02/12/2011,4,"Herrera, L. B.","Tineo, Luna, Herrera, Guerra, Vergara, Flores, Alvarez",BO,10933,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
406,31/03/2011,02/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10933,3,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
419,01/04/2011,02/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10933,3,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
426,04/04/2011,02/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10933,4,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1804,27/12/2010,02/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10933,4,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1805,27/12/2010,02/12/2011,10,"Herrera, L. B.","Guerra, Macchi",BO,10933,5,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
428,04/04/2011,06/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10934,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
443,06/04/2011,06/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10934,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
463,12/04/2011,06/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10934,3,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1806,27/12/2010,06/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10934,3,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1545,23/11/2011,13/12/2011,6,"Herrera, L. B.","Vergara, Luna",BO,10935,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1108,30/08/2011,16/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10936,8,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
465,13/04/2011,20/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10937,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
466,13/04/2011,20/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10937,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
467,13/04/2011,20/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10937,2,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1358,20/10/2011,23/12/2011,5,"Herrera, L. B.","Guerra, Vergara, Herrera, Luna, Flores, Tineo, Alvarez",BO,10938,2,2011,8,2,,,,9108,,,,,,,,,,,15/12/2016,M.R.,,,,
469,04/04/2011,23/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10938,4,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
471,14/04/2011,23/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10938,4,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
472,14/04/2011,23/12/2011,6,"Herrera, L. B.","Guerra, Tineo, Macchi",BO,10938,5,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
480,15/04/2011,27/12/2011,8,"Herrera, L. B.","Guerra, Tineo, Flores, Alvarez, Luna, Vergara",BO,10939,3,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
550,02/05/2011,27/12/2011,11,"Herrera, L. B.","Guerra, Macchi",BO,10939,4,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
74,13/12/2011,30/12/2011,4,"Herrera, L. B.",Guerra,BO,10940,6,2011,8,,9137,9137,"art. 6º, primer párrafo",,,,"Veta parcialmente el art. 6, Ley 9137",,,,,,Ley 6425,,15/12/2016,M.R.,,,,
572,12/05/2011,30/12/2011,4,"Herrera, L. B.","Guerra, Macchi",BO,10940,6,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
575,13/05/2011,30/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10940,7,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1007,08/08/2011,30/12/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10940,7,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1156,13/09/2011,30/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10940,8,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1163,13/09/2011,30/12/2011,6,"Herrera, L. B.","Guerra, Macchi",BO,10940,8,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1166,14/09/2011,30/12/2011,5,"Herrera, L. B.","Guerra, Macchi",BO,10940,9,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1216,22/09/2011,30/12/2011,11,"Herrera, L. B.","Guerra, Vergara, Flores, Tineo, Herrera, Luna, Alvarez",BO,10940,10,2011,8,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,revisar existencia de decretos en 30/12/2011 Suplemento,
1018,09/08/2011,03/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10941,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1158,13/09/2011,03/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10941,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1173,16/09/2011,03/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10941,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1274,29/09/2011,03/01/2012,3,"Herrera, L. B.","Guerra, Macchi",BO,10941,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
489,15/04/2011,06/01/2012,5,"Herrera, L. B.","Guerra, Luna",BO,10942,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
494,18/04/2011,06/01/2012,6,"Herrera, L. B.","Guerra, Luna",BO,10942,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
515,20/04/2011,06/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10942,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
536,26/04/2011,10/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10943,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
553,03/05/2011,10/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10943,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
583,13/05/2011,10/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10943,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
552,03/05/2011,13/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10944,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
564,09/05/2011,13/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10994,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
576,13/05/2011,13/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10994,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
569,11/05/2011,13/01/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10994,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
571,12/05/2011,13/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10994,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1366,21/10/2011,17/01/2012,25,"Herrera, L. B.","Flores, Guerra, Vergara, Tineo, Luna, Alvarez",BO,10945,2,2012,1,,,,,9119,Si,,Crea el “Hospital de la Madre y el Niño”,,,,,,,,15/12/2016,M.R.,,,,
567,10/05/2011,17/01/2012,16,"Herrera, L. B.",Tineo,BO,10945,6,2012,1,1,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
570,11/05/2011,20/01/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10946,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
574,13/05/2011,20/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10946,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
577,13/05/2011,20/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10946,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
578,13/05/2011,20/01/2012,5,"Herrera, L. B.","Guerra, Macchi, Luna",BO,10946,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
579,13/05/2011,20/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10946,8,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
597,16/05/2011,20/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10946,8,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
580,13/05/2011,24/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10947,8,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
581,13/05/2011,24/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10947,9,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
582,13/05/2011,24/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10947,9,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
622,17/05/2011,24/01/2012,6,"Herrera, L. B.","Guerra, Tineo, Macchi",BO,10947,10,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
644,19/05/2011,24/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10947,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
649,23/05/2011,24/01/2012,7,"Herrera, L. B.","Guerra, Macchi",BO,10947,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
661,24/05/2011,27/01/2012,16,"Herrera, L. B.",Tineo,BO,10948,7,2012,1,1,,,,,,,"SAPEM, Cerdos Riojanos",,,,,,,,15/12/2016,M.R.,,,,
618,17/05/2011,27/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10948,9,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
645,19/05/2011,27/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10948,9,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
663,24/05/2011,27/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10948,10,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
669,24/05/2011,27/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10948,10,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
672,26/05/2011,27/01/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10948,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
675,27/05/2011,27/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10948,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
677,30/05/2011,27/01/2012,6,"Herrera, L. B.","Guerra, Macchi, Luna",BO,10948,12,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
37,12/12/2011,31/01/2012,12,"Herrera, L. B.","Alvarez, Guerra, Flores, Paredes Urquiza, Madera",BO,10949,9,2012,1,,,,,9172,Si,,Crea la Secretaría de Prensa y Difusión bajo dependencia de la Función Ejecutiva. Crea la Dirección General  de Prensa y la Direción General de Gestión de Medios. Suprime la Subsecretaría de Prensa  y Difusión.,,,,,,Ley 8229; Ley 8867; Dec. 83/2007,Publicado posteriormente el  24/4/2012 (BO 10971),15/12/2016,M.R.,,,,
598,16/05/2011,31/01/2012,4,"Herrera, L. B.","Tineo, Guerra",BO,10949,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
674,26/05/2011,31/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10949,11,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
676,30/05/2011,31/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10949,12,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
678,31/05/2011,31/01/2012,3,"Herrera, L. B.","Guerra, Macchi, Luna",BO,10949,12,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
680,31/05/2011,31/01/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10949,12,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
61,12/12/2011,03/02/2012,49,"Herrera, L. B.","Guerra, Madera, Alvarez, Flores, Paredes Urquiza, Luna",BO,10950,2,2012,1,1,,,,9173,Si,,Estructura del Ministerio de Desarrollo Social,,,,"Dec. 2760/2007, art. 26, 27 inc, 3, 10, 13",,Ley 8229; Dec. 713/2007; Dec. 122/2007; Dec. 192/2007; Dec. 72/2008; Dec. 261/2008; Dec. 713/2010; Dec. 64/2011,La fecha de dictado del decreto es la mencionada en el art. 1 de la Ley 9173,15/12/2016,M.R.,"Dec. 713/2007, Dec. 122/2007, Dec. 192/2007, Dec. 72/2008, Dec. 261/2008",,,
1587,02/12/2011,03/02/2012,4,"Herrera, L. B.","Tineo, Vergara, Flores, Alvarez, Guerra, Luna, Herrera",BO,10950,10,2012,1,1,,,,9174,Si,,Modifica el Estatuto Escalafón para el Personal del Ministerio  de Salud Pública Decreto 1156/2010 y Dec. 716/2011.,,,,"Dec. 1156/2010; Anexo Art. 7,  28, 100",,,,15/12/2016,M.R.,,,,
1588,02/12/2011,03/02/2012,6,"Herrera, L. B.","Guerra, Vergara",BO,10950,14,2012,1,2,,,,9174,Si,,"Modifica el Régimen Salarial del Estatuto Escalafón para el personal del Ministerio de Salud Pública. Reglamenta los arts., 1 y 7 del Estatuto aprobado por Decreto 11566/2010",,,,,,Ley 8115; art. 22; Dec. 1156/2010; Dec. 717/2011,,15/12/2016,M.R.,,,,
744,15/06/2011,03/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10950,16,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1053,18/08/2011,03/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10950,17,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
681,01/07/2011,07/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10951,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
692,03/06/2011,07/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10951,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
693,03/06/2011,07/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10951,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
694,03/06/2011,07/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10951,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
695,03/06/2011,07/02/2012,7,"Herrera, L. B.","Guerra, Macchi, Tineo, Flores",BO,10951,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
696,03/06/2011,07/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10951,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
697,03/06/2011,07/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10951,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
706,03/06/2011,07/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10951,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
718,07/06/2011,07/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10951,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
730,09/06/2011,07/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10951,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
742,14/06/2011,07/02/2012,5,"Herrera, L. B.","Guerra, Macchi, Luna",BO,10951,8,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
749,15/06/2011,07/02/2012,9,"Herrera, L. B.","Guerra, Macchi, Luna",BO,10951,8,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
751,16/06/2011,07/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10951,9,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
508,19/04/2011,10/02/2012,3,"Herrera, L. B.","Guerra, Macchi",BO,10952,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
549,02/05/2011,10/02/2012,3,"Herrera, L. B.","Guerra, Macchi",BO,10952,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
743,15/07/2011,10/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10952,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
750,16/06/2011,10/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10952,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
752,17/06/2011,10/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10952,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
753,17/06/2011,10/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10952,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
754,17/06/2011,10/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10952,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
755,17/06/2011,10/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10952,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
756,17/06/2011,10/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10952,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
582,30/04/2010,10/02/2012,4,"Herrera, L. B.",Tineo,BO,10952,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
762,21/06/2011,14/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10953,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
790,23/06/2011,14/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10953,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
791,23/06/2011,14/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10953,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
799,27/06/2011,14/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10953,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
821,04/07/2011,14/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10953,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
822,04/07/2011,14/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10953,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
824,05/07/2011,14/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10953,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
826,06/07/2011,14/02/2012,3,"Herrera, L. B.","Tineo, Guerra, Salomón",BO,10953,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
830,06/07/2011,14/02/2012,7,"Herrera, L. B.","Guerra, Macchi",BO,10953,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
831,07/07/2011,14/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10953,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
842,07/07/2011,14/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10953,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
843,25/05/1810,14/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10953,8,2012,1,,,,,,,,,,,,,,,Sin fecha de dictado,15/12/2016,M.R.,,,,
63,12/12/2011,17/02/2012,4,"Herrera, L. B.","Paredes Urquiza, Sánchez",BO,10954,2,2012,1,1,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
619,17/05/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10954,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
673,26/05/2011,17/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10954,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
847,07/07/2011,17/02/2012,4,"Herrera, L. B.","Tineo, Salomón, Guerra",BO,10954,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
855,08/07/2011,17/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10954,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
856,08/07/2011,17/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10954,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
860,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10954,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
861,08/07/2011,17/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10954,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
862,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10954,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
863,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10954,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
869,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Luna",BO,10954,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
872,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Luna",BO,10954,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
873,08/07/2011,17/02/2012,4,"Herrera, L. B.","Guerra, Luna",BO,10954,7,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
857,08/07/2011,24/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10955,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
858,08/07/2011,24/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10955,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
859,08/07/2011,24/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10955,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
878,11/07/2011,24/02/2012,4,"Herrera, L. B.","Guerra, Luna",BO,10955,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
902,13/07/2011,24/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10955,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
903,13/07/2011,24/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10955,4,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
905,14/07/2011,24/02/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10955,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
906,14/07/2011,24/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10955,5,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1650,06/12/2011,24/02/2012,3,"Herrera, L. B.","Guerra, Luna",BO,10955,6,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
907,14/07/2011,28/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10956,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
908,14/07/2011,28/02/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10956,2,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
910,14/07/2011,28/02/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10956,3,2012,1,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
844,07/07/2011,02/03/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10957,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
918,15/07/2011,02/03/2012,3,"Herrera, L. B.",Guerra,BO,10957,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
920,15/07/2011,02/03/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10957,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
921,15/07/2011,06/03/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10958,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
922,15/07/2011,06/03/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10958,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
923,18/07/2011,06/03/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10958,3,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
924,18/07/2011,06/03/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10958,3,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
935,26/07/2011,06/03/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10958,4,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
1610,30/11/2010,06/03/2012,17,"Herrera, L. B.","Tineo, De Gaetano",BO,10958,4,2012,2,2,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
945,27/07/2011,09/03/2012,5,"Herrera, L. B.","Guerra, Macchi",BO,10959,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
947,28/07/2011,09/03/2012,6,"Herrera, L. B.","Tineo, Guerra",BO,10959,2,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
948,28/07/2011,09/03/2012,4,"Herrera, L. B.","Guerra, Macchi",BO,10959,3,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
957,01/08/2011,09/03/2012,6,"Herrera, L. B.",Alvarez,BO,10959,3,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
965,02/08/2011,09/03/2012,6,"Herrera, L. B.","Guerra, Macchi",BO,10959,4,2012,2,,,,,,,,,,,,,,,,15/12/2016,M.R.,,,,
